timestamp,strain_gauge_1,strain_gauge_2,strain_gauge_3,chunk_id,bit_shift_detected,corrected_timestamp,rate_ratio
217657,1979,421,1325,403,0,217657,1.1196635889935094
228998,1979,403,1358,403,0,228998,1.1196635889935094
240111,1980,398,1357,403,0,240111,1.1196635889935094
252581,1974,397,1361,403,0,252581,1.1196635889935094
265003,1981,390,1342,403,0,265003,1.1196635889935094
274726,1981,403,1369,403,0,274726,1.1196635889935094
288063,1970,389,1348,403,0,288063,1.1196635889935094
305134,1984,399,1390,403,0,305134,1.1196635889935094
320723,1981,383,1356,403,0,320723,1.1196635889935094
330567,1981,378,1367,403,0,330567,1.1196635889935094
344680,1974,407,1353,403,0,344680,1.1196635889935094
356526,1985,415,1376,403,0,356526,1.1196635889935094
372133,1978,404,1400,403,0,372133,1.1196635889935094
383595,1984,396,1339,403,0,383595,1.1196635889935094
393362,1979,395,1388,403,0,393362,1.1196635889935094
406092,1979,403,1352,403,0,406092,1.1196635889935094
415367,1969,403,1352,403,0,415367,1.1196635889935094
428020,1978,397,1340,403,0,428020,1.1196635889935094
440444,1997,398,1410,403,0,440444,1.1196635889935094
450836,1973,398,1355,403,0,450836,1.1196635889935094
463043,1978,386,1363,403,0,463043,1.1196635889935094
477871,2003,393,1358,403,0,477871,1.1196635889935094
487482,1983,400,1337,403,0,487482,1.1196635889935094
501286,1974,398,1345,403,0,501286,1.1196635889935094
515344,1980,390,1357,403,0,515344,1.1196635889935094
524468,1976,397,1372,403,0,524468,1.1196635889935094
540053,1976,404,1370,403,0,540053,1.1196635889935094
550889,1988,399,1356,403,0,550889,1.1196635889935094
565313,2004,399,1394,403,0,565313,1.1196635889935094
576167,1988,411,1355,403,0,576167,1.1196635889935094
589294,1970,406,1349,403,0,589294,1.1196635889935094
618545,1987,405,1341,403,0,618545,1.1196635889935094
629367,1977,419,1365,403,0,629367,1.1196635889935094
640263,1977,398,1374,403,0,640263,1.1196635889935094
668211,1987,408,1360,403,0,668211,1.1196635889935094
679200,1987,411,1375,403,0,679200,1.1196635889935094
689444,1972,412,1368,403,0,689444,1.1196635889935094
700952,1973,413,1360,403,0,700952,1.1196635889935094
717226,1982,410,1378,403,0,717226,1.1196635889935094
730192,1982,413,1379,403,0,730192,1.1196635889935094
740077,1985,422,1406,403,0,740077,1.1196635889935094
752188,1984,422,1360,403,0,752188,1.1196635889935094
763294,1987,413,1365,403,0,763294,1.1196635889935094
774576,2015,423,1341,403,0,774576,1.1196635889935094
786261,1995,422,1356,403,0,786261,1.1196635889935094
798933,1981,411,1352,403,0,798933,1.1196635889935094
809619,1985,429,1340,403,0,809619,1.1196635889935094
824205,1987,426,1340,403,0,824205,1.1196635889935094
836458,1981,414,1368,403,0,836458,1.1196635889935094
851780,1964,405,1429,403,0,851780,1.1196635889935094
865997,1989,403,1347,403,0,865997,1.1196635889935094
875056,1990,421,1414,403,0,875056,1.1196635889935094
888973,2003,381,1360,403,0,888973,1.1196635889935094
901253,1979,400,1391,403,0,901253,1.1196635889935094
913335,1988,413,1391,403,0,913335,1.1196635889935094
924211,1995,421,1362,403,0,924211,1.1196635889935094
937693,1979,425,1337,403,0,937693,1.1196635889935094
960389,1981,422,1371,403,0,960389,1.1196635889935094
971764,1990,428,1364,403,0,971764,1.1196635889935094
982126,1987,428,1368,403,0,982126,1.1196635889935094
991929,1990,412,1352,403,0,991929,1.1196635889935094
1006779,1990,413,1341,403,0,1006779,1.1196635889935094
1017273,1984,410,1369,403,0,1017273,1.1196635889935094
1030177,1981,408,1380,403,0,1030177,1.1196635889935094
1044174,1979,426,1377,403,0,1044174,1.1196635889935094
1054316,1986,416,1368,403,0,1054316,1.1196635889935094
1068419,1989,420,1369,403,0,1068419,1.1196635889935094
1078042,1974,426,1383,403,0,1078042,1.1196635889935094
1088403,2000,435,1357,403,0,1088403,1.1196635889935094
1099796,1988,394,1339,403,0,1099796,1.1196635889935094
1113480,1978,412,1365,403,0,1113480,1.1196635889935094
1126588,1984,411,1326,403,0,1126588,1.1196635889935094
1137193,1982,412,1360,403,0,1137193,1.1196635889935094
1151020,1990,421,1368,403,0,1151020,1.1196635889935094
1162727,1989,416,1361,403,0,1162727,1.1196635889935094
1175693,1973,411,1378,403,0,1175693,1.1196635889935094
1191403,1994,422,1378,403,0,1191403,1.1196635889935094
1201304,1978,416,1370,403,0,1201304,1.1196635889935094
1217377,1977,416,1374,403,0,1217377,1.1196635889935094
1229120,1978,407,1345,403,0,1229120,1.1196635889935094
1239835,1971,435,1315,403,0,1239835,1.1196635889935094
1251611,1985,412,1373,403,0,1251611,1.1196635889935094
1267434,1982,419,1373,403,0,1267434,1.1196635889935094
1277017,1969,410,1334,403,0,1277017,1.1196635889935094
1287765,1982,427,1363,403,0,1287765,1.1196635889935094
1298236,2005,410,1338,403,0,1298236,1.1196635889935094
1314656,1985,420,1365,403,0,1314656,1.1196635889935094
1329050,1988,416,1370,403,0,1329050,1.1196635889935094
1341429,1994,413,1376,403,0,1341429,1.1196635889935094
1354024,1981,409,1374,403,0,1354024,1.1196635889935094
1368435,1985,416,1355,403,0,1368435,1.1196635889935094
1380569,1990,433,1380,403,0,1380569,1.1196635889935094
1395251,1983,417,1403,403,0,1395251,1.1196635889935094
1405559,1982,416,1318,403,0,1405559,1.1196635889935094
1417661,1994,414,1371,403,0,1417661,1.1196635889935094
1431808,1985,381,1347,403,0,1431808,1.1196635889935094
1446617,1978,416,1378,403,0,1446617,1.1196635889935094
1459266,1992,415,1394,403,0,1459266,1.1196635889935094
